number	organism name	kingdom	phylum	class	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA
1610	Heterochelus sp. AD-2015	Metazoa	Arthropoda	Insecta	GDNJ.gz	GDNJ01000001-GDNJ01050435	50435	32730428	TSA	2015-08-28	2017-10-06	PRJNA286531	SAMN03799575	SRR2083671
1611	Xylobiops basilaris	Metazoa	Arthropoda	Insecta	GDNM.gz	GDNM01000001-GDNM01016807	16807	17023657	TSA	2015-08-28	2017-10-06	PRJNA286597	SAMN03799641	SRR2083737
1612	Cucujus clavipes	Metazoa	Arthropoda	Insecta	GDNW.gz	GDNW01000001-GDNW01020731	20731	22189130	TSA	2015-08-28	2017-10-06	PRJNA286510	SAMN03799554	SRR2083650
1613	Micromalthus debilis	Metazoa	Arthropoda	Insecta	GDOQ.gz	GDOQ01000001-GDOQ01028718	28718	32532609	TSA	2015-08-28	2017-10-06	PRJNA286555	SAMN03799599	SRR2083695
1614	Thanasimus formicarius	Metazoa	Arthropoda	Insecta	GDPC.gz	GDPC01000001-GDPC01036455	36455	34009808	TSA	2015-08-28	2017-10-06	PRJNA286592	SAMN03799636	SRR2083732
1615	Oreina cacaliae	Metazoa	Arthropoda	Insecta	GDPL.gz	GDPL01000001-GDPL01037290	37290	31277554	TSA	2015-08-28	2017-10-06	PRJNA286569	SAMN03799613	SRR2083709
1616	Lagria hirta	Metazoa	Arthropoda	Insecta	GDPQ.gz	GDPQ01000001-GDPQ01040362	40362	31704612	TSA	2015-08-28	2017-10-06	PRJNA286540	SAMN03799584	SRR2083680
1617	Hydrochara caraboides	Metazoa	Arthropoda	Insecta	GDPR.gz	GDPR01000001-GDPR01025261	25261	18691970	TSA	2015-08-28	2017-10-06	PRJNA286534	SAMN03799578	SRR2083674
1618	Macrosiagon limbatum	Metazoa	Arthropoda	Insecta	GDPU.gz	GDPU01000001-GDPU01026483	26483	19268281	TSA	2015-08-28	2017-10-06	PRJNA286549	SAMN03799593	SRR2083689
1619	Pinus monticola	Viridiplantae	Streptophyta	None	GDQD.gz	GDQD01000001-GDQD01010530	10530	13534811	TSA	2015-08-31	2015-09-09	PRJNA292559	SAMN03981485	SRR1013833
1620	Pinus flexilis	Viridiplantae	Streptophyta	None	GDQE.gz	GDQE01000001-GDQE01014279	14279	16275848	TSA	2015-08-31	2015-09-09	PRJNA254339	SAMN04023209	SRR1506086
1621	Erigeron breviscapus	Viridiplantae	Streptophyta	None	GDQF.gz	GDQF01000001-GDQF01182087	182087	134475742	TSA	2015-09-01	2015-09-09	PRJNA293262	SAMN04002518	SRR2175825
1622	Oncorhynchus kisutch	Metazoa	Chordata	Actinopteri	GDQG.gz	GDQG01000001-GDQG01043228	43228	57669906	TSA	2015-09-01	2015-11-30	PRJNA292718	SAMN03983865	SRR2157178
1623	Danio rerio	Metazoa	Chordata	Actinopteri	GDQH.gz	GDQH01000001-GDQH01044764	44764	80920926	TSA	2015-09-02	2015-09-28	PRJNA280983	SAMN03481244	SRR1972985
1624	Casuarina equisetifolia	Viridiplantae	Streptophyta	None	GDQI.gz	GDQI01000001-GDQI01037902	37902	34544465	TSA	2015-08-31	2015-09-14	PRJNA294034	SAMN04013498	
1625	Mesocricetus auratus	Metazoa	Chordata	Mammalia	GDQJ.gz	GDQJ01000001-GDQJ01049176	49176	60112530	TSA	2015-09-02	2015-09-09	PRJNA285471	SAMN03754118	SRR2132057
1626	Casuarina equisetifolia	Viridiplantae	Streptophyta	None	GDQK.gz	GDQK01000001-GDQK01012549	12549	12967892	TSA	2015-08-28	2015-09-14	PRJNA294034	SAMN04013496	
1627	Casuarina equisetifolia	Viridiplantae	Streptophyta	None	GDQL.gz	GDQL01000001-GDQL01013189	13189	13939168	TSA	2015-08-31	2015-09-14	PRJNA294034	SAMN04013497	
1628	Casuarina equisetifolia	Viridiplantae	Streptophyta	None	GDQM.gz	GDQM01000001-GDQM01011108	11108	11766913	TSA	2015-08-31	2015-09-14	PRJNA294034	SAMN04013498	
1629	Pectinophora gossypiella	Metazoa	Arthropoda	Insecta	GDQN.gz	GDQN01000001-GDQN01011746	11746	16315089	TSA	2015-09-04	2016-10-05	PRJNA293973	SAMN04012687	SRR2225787
1630	Aethionema carneum	Viridiplantae	Streptophyta	None	GDQO.gz	GDQO01000001-GDQO01048442	48442	48087634	TSA	2015-08-19	2015-11-03	PRJNA293006	SAMN03995892	SRR2254914
1631	Aegypius monachus	Metazoa	Chordata	Aves	GDQP.gz	GDQP01000001-GDQP01284369	284369	506528588	TSA	2015-09-06	2015-09-09	PRJNA245779	SAMN02739871	SRR1265955
1632	Danio rerio	Metazoa	Chordata	Actinopteri	GDQQ.gz	GDQQ01000001-GDQQ01083602	83602	104229358	TSA	2015-09-06	2015-10-13	PRJNA280983	SAMN03481244	SRR1974165
1633	Pinus albicaulis	Viridiplantae	Streptophyta	None	GDQR.gz	GDQR01000001-GDQR01023919	23919	35284775	TSA	2015-09-06	2015-10-13	PRJNA294917	SAMN04038418	SRR1502852
1634	Clarias magur	Metazoa	Chordata	Actinopteri	GDQS.gz	GDQS01000001-GDQS01026998	26998	12869569	TSA	2015-08-28	2018-01-02	PRJNA219514	SAMN03732765	SRR2052655
1635	Clarias magur	Metazoa	Chordata	Actinopteri	GDQT.gz	GDQT01000001-GDQT01047127	47127	22663195	TSA	2015-08-31	2018-01-02	PRJNA219514	SAMN03732766	SRR2057995
1636	Micropterus dolomieu	Metazoa	Chordata	Actinopteri	GDQU.gz	GDQU01000001-GDQU01573805	573805	195703531	TSA	2015-09-09	2015-09-24	PRJNA167115	SAMN00996630	SRR1793937
1637	Arachnocampa luminosa	Metazoa	Arthropoda	Insecta	GDQV.gz	GDQV01000001-GDQV01196675	196675	187243681	TSA	2015-09-11	2015-12-02	PRJNA290397	SAMN04029109	SRR2241413
1638	Panax ginseng	Viridiplantae	Streptophyta	None	GDQW.gz	GDQW01000001-GDQW01190149	190149	271631433	TSA	2015-09-11	2015-09-22	PRJNA264354	SAMN03121625	SRR1649408
1639	Chanos chanos	Metazoa	Chordata	Actinopteri	GDQX.gz	GDQX01000001-GDQX01037546	37546	13411012	TSA	2015-09-14	2015-09-21	PRJNA251672	SAMN02838328	SRR2239912
1640	Schistosoma mansoni	Metazoa	Platyhelminthes	Trematoda	GDQY.gz	GDQY01000001-GDQY01000232	232	178570	TSA	2015-09-14	2016-03-18	PRJNA295042	SAMN04032845	SRR2245469
1641	Amauroascus mutatus	Fungi	Ascomycota	Eurotiomycetes	GDQZ.gz	GDQZ01000001-GDQZ01008195	8195	11937804	TSA	2015-09-14	2015-09-22	PRJNA284880	SAMN03741935	SRR2045736
1642	Amauroascus niger	Fungi	Ascomycota	Eurotiomycetes	GDRA.gz	GDRA01000001-GDRA01009881	9881	14326527	TSA	2015-09-15	2015-09-22	PRJNA284880	SAMN03741936	SRR2045737
1643	Byssoonygena ceratinophila	Fungi	Ascomycota	Eurotiomycetes	GDRB.gz	GDRB01000001-GDRB01010028	10028	20967458	TSA	2015-09-15	2015-09-22	PRJNA284880	SAMN03741937	SRR2045740
1644	Chrysosporium queenslandicum	Fungi	Ascomycota	Eurotiomycetes	GDRC.gz	GDRC01000001-GDRC01011027	11027	23366684	TSA	2015-09-15	2015-09-22	PRJNA284880	SAMN03741938	SRR2045738
1645	Rotaria socialis	Metazoa	Rotifera	Bdelloidea	GDRD.gz	GDRD01000001-GDRD01039839	39839	31939376	TSA	2015-09-21	2015-09-28	PRJNA295487	SAMN04074833	SRR2430028
1646	Rotaria magnacalcarata	Metazoa	Rotifera	Bdelloidea	GDRE.gz	GDRE01000001-GDRE01037876	37876	30999243	TSA	2015-09-21	2015-09-28	PRJNA295486	SAMN04074832	SRR2429147
1647	Ophiophagus hannah	Metazoa	Chordata	None	GDRF.gz	GDRF01000001-GDRF01029975	29975	18648067	TSA	2015-09-22	2015-10-08	PRJNA276622	SAMN03378984	SRR1821260
1648	Physarum polycephalum	None	None	None	GDRG.gz	GDRG01000001-GDRG01031729	31729	40121034	TSA	2015-09-21	2015-09-28	PRJNA295269	SAMN04045277	ERR557103
1649	Rotaria sordida	Metazoa	Rotifera	Bdelloidea	GDRH.gz	GDRH01000001-GDRH01054657	54657	46510391	TSA	2015-09-21	2015-09-28	PRJNA295488	SAMN04074834	SRR2430030
1650	Aethionema grandiflorum	Viridiplantae	Streptophyta	None	GDRI.gz	GDRI01000001-GDRI01018302	18302	14856006	TSA	2015-08-19	2015-10-07	PRJNA293008	SAMN03995894	SRR2467272
1651	Cleome droserifolia	Viridiplantae	Streptophyta	None	GDRJ.gz	GDRJ01000001-GDRJ01054273	54273	57154130	TSA	2015-08-19	2015-10-07	PRJNA293009	SAMN03995898	SRR2467279
1652	Rotaria tardigrada	Metazoa	Rotifera	Bdelloidea	GDRK.gz	GDRK01000001-GDRK01068779	68779	53973971	TSA	2015-09-22	2015-09-28	PRJNA295489	SAMN04074835	SRR2430032
1653	Bufotes viridis	Metazoa	Chordata	Amphibia	GDRL.gz	GDRL01000001-GDRL01080967	80967	38220311	TSA	2015-09-24	2016-06-08	PRJNA292872	SAMN03993917	SRR2163277
1654	Limacina antarctica	Metazoa	Mollusca	Gastropoda	GDRM.gz	GDRM01000001-GDRM01081226	81226	59791880	TSA	2015-09-27	2016-01-21	PRJNA295792	SAMN04088573	SRR2463656
1655	Scylla olivacea	Metazoa	Arthropoda	Malacostraca	GDRN.gz	GDRN01000001-GDRN01159835	159835	141196627	TSA	2015-09-28	2015-10-05	PRJNA289610	SAMN04023221	SRR2225003
1656	Clarias magur	Metazoa	Chordata	Actinopteri	GDRO.gz	GDRO01000001-GDRO01048999	48999	26561746	TSA	2015-09-22	2018-01-02	PRJNA219514	SAMN03732764	SRR2057993
1657	Bactrocera dorsalis	Metazoa	Arthropoda	Insecta	GDRP.gz	GDRP01000001-GDRP01026084	26084	18959567	TSA	2015-09-30	2015-10-13	PRJNA238151	SAMN02596125	SRR1168415
1658	Priapulus caudatus	Metazoa	Priapulida	Priapulimorpha	GDRW.gz	GDRW01000001-GDRW01022686	22686	16907582	TSA	2015-10-06	2015-10-28	PRJNA297695	SAMN04128819	SRR1176793
1659	Moriera spinosa	Viridiplantae	Streptophyta	None	GDRX.gz	GDRX01000001-GDRX01060736	60736	55314835	TSA	2015-10-07	2015-10-13	PRJNA293034	SAMN03996580	SRR2467259
1660	Leucaena leucocephala	Viridiplantae	Streptophyta	None	GDRZ.gz	GDRZ01000001-GDRZ01246373	246373	106114242	TSA	2015-09-28	2015-10-28	PRJNA296824	SAMN04108792	SRR2517689
1661	Leucaena leucocephala	Viridiplantae	Streptophyta	None	GDSA.gz	GDSA01000001-GDSA01236380	236380	103113573	TSA	2015-10-04	2015-10-28	PRJNA296824	SAMN04108793	SRR2517688
1662	Triticum aestivum	Viridiplantae	Streptophyta	Liliopsida	GDTJ.gz	GDTJ01000001-GDTJ01029104	29104	13751251	TSA	2015-10-13	2016-05-04	PRJNA297977	SAMN04155533	SRR2584304
1663	Litopenaeus vannamei	Metazoa	Arthropoda	Malacostraca	GDTK.gz	GDTK01000001-GDTK01020820	20820	17902929	TSA	2015-10-14	2016-10-05	PRJNA294021	SAMN03761976	SRR2060963
1664	Pisum sativum	Viridiplantae	Streptophyta	None	GDTL.gz	GDTL01000001-GDTL01037264	37264	31253734	TSA	2015-10-14	2016-08-02	PRJNA284856	SAMN03733554	SRR2039562
1665	insect metagenome	None	None	None	GDUH.gz	GDUH01000001-GDUH01030575	30575	55534221	TSA	2015-10-14	2015-10-28	PRJNA295093	SAMN04075829	SRR2414912
1666	Schistosoma mansoni	Metazoa	Platyhelminthes	Trematoda	GDUI.gz	GDUI01000001-GDUI01023678	23678	15840896	TSA	2015-10-14	2016-03-18	PRJNA298039	SAMN04032845	SRR2245469
1667	Talitrus saltator	Metazoa	Arthropoda	Malacostraca	GDUJ.gz	GDUJ01000001-GDUJ01156706	156706	151674147	TSA	2015-10-28	2015-11-03	PRJNA297565	SAMN04125302	SRR2552911
1668	Rhizopus oryzae	Fungi	Mucoromycota	None	GDUK.gz	GDUK01000001-GDUK01030601	30601	33253600	TSA	2015-10-17	2015-10-28	PRJNA285014	SAMN03734917	SRR2104505
1669	Olea europaea	Viridiplantae	Streptophyta	None	GDUL.gz	GDUL01000001-GDUL01071824	71824	32762373	TSA	2015-10-16	2015-10-28	PRJNA185390	SAMN01883160	SRR646650
1670	Aedes aegypti	Metazoa	Arthropoda	Insecta	GDUN.gz	GDUN01000001-GDUN01001182	1182	2544753	TSA	2015-10-16	2015-10-28	PRJNA298896	SAMN04168647	SRR2659965
1671	insect gut metagenome	None	None	None	GDUU.gz	GDUU01000001-GDUU01054930	54930	67419132	TSA	2015-10-20	2016-03-22	PRJNA286917	SAMN03771708	SRR2071757
1672	Litopenaeus vannamei	Metazoa	Arthropoda	Malacostraca	GDUV.gz	GDUV01000001-GDUV01039670	39670	32279301	TSA	2015-10-16	2016-10-05	PRJNA293148	SAMN03761975	SRR2060962
1673	Clitarchus hookeri	Metazoa	Arthropoda	Insecta	GDVG.gz	GDVG01000001-GDVG01027698	27698	16669035	TSA	2015-10-21	2016-06-27	PRJNA286351	SAMN04005136	SRR2230521
1674	Favia lizardensis	Metazoa	Cnidaria	Anthozoa	GDZU.gz	GDZU01000001-GDZU01048539	48539	40482228	TSA	2015-10-21	2015-11-10	PRJNA297488	SAMN04124397	SRR2566729
1675	Ctenactis echinata	Metazoa	Cnidaria	Anthozoa	GDZV.gz	GDZV01000001-GDZV01040605	40605	28742060	TSA	2015-10-23	2015-11-10	PRJNA297488	SAMN04124398	SRR2566726
1676	Solanum chacoense	Viridiplantae	Streptophyta	None	GDZW.gz	GDZW01000001-GDZW01047087	47087	68738005	TSA	2015-10-24	2015-11-10	PRJNA299204	SAMN04195171	SRR2782413
1677	Solanum chacoense	Viridiplantae	Streptophyta	None	GDZX.gz	GDZX01000001-GDZX01053303	53303	92390924	TSA	2015-10-25	2015-11-10	PRJNA299204	SAMN04195171	SRR2782408
1678	Psammomys obesus	Metazoa	Chordata	Mammalia	GEAB.gz	GEAB01000001-GEAB01218857	218857	156548952	TSA	2015-10-26	2015-10-28	PRJNA299528	SAMN04209494	SRR2765622
1679	Gevuina avellana	Viridiplantae	Streptophyta	None	GEAC.gz	GEAC01000001-GEAC01185089	185089	99535629	TSA	2015-10-25	2015-11-10	PRJNA299715	SAMN04214832	SRR2787260
1680	Catla catla	Metazoa	Chordata	Actinopteri	GEAE.gz	GEAE01000001-GEAE01085663	85663	63520064	TSA	2015-10-28	2016-10-05	PRJNA293510	SAMN04005097	SRR2177558
1681	Eurytemora affinis	Metazoa	Arthropoda	Maxillopoda	GEAN.gz	GEAN01000001-GEAN01107445	107445	142143154	TSA	2015-11-02	2016-11-16	PRJNA278152	SAMN04100881	SRR2551252
1682	Haliotis tuberculata	Metazoa	Mollusca	Gastropoda	GEAU.gz	GEAU01000001-GEAU01328519	328519	270947680	TSA	2015-11-04	2015-11-10	PRJNA297974	SAMN04151571	SRR2581217
1683	Rutilus rutilus	Metazoa	Chordata	Actinopteri	GEBE.gz	GEBE01000001-GEBE01199949	199949	135349658	TSA	2015-11-04	2016-11-03	PRJNA295813	SAMN04089927	SRR2420891
1684	Heterocephalus glaber	Metazoa	Chordata	Mammalia	GEBF.gz	GEBF01000001-GEBF01007713	7713	24289238	TSA	2015-10-06	2015-11-10	PRJNA283581	SAMN03653042	SRR2120769
1685	Homarus americanus	Metazoa	Arthropoda	Malacostraca	GEBG.gz	GEBG01000001-GEBG01067690	67690	98920114	TSA	2015-11-06	2016-03-23	PRJNA300643	SAMN04230440	SRR2889572
1686	Poa pratensis	Viridiplantae	Streptophyta	Liliopsida	GEBH.gz	GEBH01000001-GEBH01367772	367772	133693094	TSA	2016-07-08	2016-07-19	PRJNA296482	SAMN04099909	SRR2860635
1687	Casuarina equisetifolia	Viridiplantae	Streptophyta	None	GEBJ.gz	GEBJ01000001-GEBJ01118167	118167	139335055	TSA	2015-11-02	2015-11-17	PRJNA299712	SAMN04212083	SRR2883604
1688	Ambystoma mexicanum	Metazoa	Chordata	Amphibia	GEBK.gz	GEBK01000001-GEBK01005196	5196	3822269	TSA	2015-11-08	2016-03-01	PRJNA291645	SAMN03951109	SRR2140729
1689	Heliothis virescens	Metazoa	Arthropoda	Insecta	GEBL.gz	GEBL01000001-GEBL01010596	10596	11944863	TSA	2015-11-12	2016-12-06	PRJNA301587	SAMN04252352	SRR2912076
1690	Trichinella nativa	Metazoa	Nematoda	Enoplea	GEBM.gz	GEBM01000001-GEBM01031278	31278	23765893	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949468	SRR1963544
1691	Trichinella spiralis	Metazoa	Nematoda	Enoplea	GEBN.gz	GEBN01000001-GEBN01065928	65928	58453625	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949466	SRR1963543
1692	Trichinella britovi	Metazoa	Nematoda	Enoplea	GEBO.gz	GEBO01000001-GEBO01050825	50825	54598760	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949469	SRR1963592
1693	Trichinella pseudospiralis	Metazoa	Nematoda	Enoplea	GEBP.gz	GEBP01000001-GEBP01099398	99398	272238151	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949477	SRR1970491
1694	Graphocephala atropunctata	Metazoa	Arthropoda	Insecta	GEBQ.gz	GEBQ01000001-GEBQ01032270	32270	54314135	TSA	2015-11-12	2016-08-23	PRJNA299492	SAMN04208332	SRR2895362
1695	Trichinella pseudospiralis	Metazoa	Nematoda	Enoplea	GEBR.gz	GEBR01000001-GEBR01035484	35484	58465783	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949470	SRR1970495
1696	Trichinella pseudospiralis	Metazoa	Nematoda	Enoplea	GEBS.gz	GEBS01000001-GEBS01064555	64555	155408450	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949476	SRR1970424
1697	Trichinella nelsoni	Metazoa	Nematoda	Enoplea	GEBT.gz	GEBT01000001-GEBT01040816	40816	34015410	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949482	SRR1971680
1698	Trichinella sp. T6	Metazoa	Nematoda	Enoplea	GEBU.gz	GEBU01000001-GEBU01039671	39671	39234420	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949481	SRR1970500
1699	Trichinella murrelli	Metazoa	Nematoda	Enoplea	GEBV.gz	GEBV01000001-GEBV01039268	39268	31022714	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949480	SRR1970499
1700	Trichinella papuae	Metazoa	Nematoda	Enoplea	GEBW.gz	GEBW01000001-GEBW01084549	84549	173168847	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949504	SRR1971676
1701	Trichinella zimbabwensis	Metazoa	Nematoda	Enoplea	GEBX.gz	GEBX01000001-GEBX01084054	84054	179348742	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949506	SRR1971672
1702	Trichinella sp. T8	Metazoa	Nematoda	Enoplea	GEBY.gz	GEBY01000001-GEBY01050325	50325	40878800	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949483	SRR1971687
1703	Trichinella sp. T9	Metazoa	Nematoda	Enoplea	GEBZ.gz	GEBZ01000001-GEBZ01088705	88705	201878719	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949488	SRR1971733
1704	Trichinella patagoniensis	Metazoa	Nematoda	Enoplea	GECA.gz	GECA01000001-GECA01039180	39180	74552553	TSA	2015-11-13	2016-03-08	PRJNA257433	SAMN02949507	SRR1971737
1705	Peribolaster folliculatus	Metazoa	Echinodermata	Asteroidea	GECB.gz	GECB01000001-GECB01072193	72193	44564972	TSA	2015-11-16	2016-01-28	PRJNA299409	SAMN04202023	SRR2845673
1706	Psathyrometra fragilis	Metazoa	Echinodermata	Crinoidea	GECC.gz	GECC01000001-GECC01059887	59887	24094580	TSA	2015-11-16	2016-01-28	PRJNA299480	SAMN04208136	SRR2846085
1707	Arbacia punctulata	Metazoa	Echinodermata	Echinoidea	GECD.gz	GECD01000001-GECD01093487	93487	37152787	TSA	2015-11-16	2016-01-28	PRJNA299547	SAMN04210081	SRR2843235
1708	Abyssocucumis albatrossi	Metazoa	Echinodermata	Holothuroidea	GECE.gz	GECE01000001-GECE01106265	106265	41895303	TSA	2015-11-16	2016-01-28	PRJNA299552	SAMN04210110	SRR2830762
1709	Rousettus aegyptiacus	Metazoa	Chordata	Mammalia	GECF.gz	GECF01000001-GECF01024115	24115	68336127	TSA	2015-11-17	2016-01-04	PRJNA300284	SAMN04262201	SRR2913352
1710	Halocafeteria seosinensis	None	None	None	GECG.gz	GECG01000001-GECG01016852	16852	22381785	TSA	2016-07-10	2016-07-13	PRJNA301433	SAMN04246310	SRR2911032
1711	Pharyngomonas kirbyi	None	None	Heterolobosea	GECH.gz	GECH01000001-GECH01015041	15041	16523079	TSA	2015-12-02	2016-07-13	PRJNA301448	SAMN04247064	SRR2910995
1712	Crassostrea gigas	Metazoa	Mollusca	Bivalvia	GECI.gz	GECI01000001-GECI01041369	41369	58003320	TSA	2015-11-20	2016-01-06	PRJNA301543	SAMN04251493	SRR2911433
1713	Trichinella pseudospiralis	Metazoa	Nematoda	Enoplea	GECJ.gz	GECJ01000001-GECJ01048681	48681	83727646	TSA	2015-11-22	2016-03-08	PRJNA257433	SAMN02949479	SRR1970487
1714	Rhodnius prolixus	Metazoa	Arthropoda	Insecta	GECK.gz	GECK01000001-GECK01128114	128114	86874310	TSA	2015-11-20	2017-01-04	PRJNA281760	SAMN03496284	SRR2001240
1715	Triatoma dimidiata	Metazoa	Arthropoda	Insecta	GECL.gz	GECL01000001-GECL01003815	3815	4850242	TSA	2015-11-05	2015-12-17	PRJNA300554	SAMN04240765	SRR2899821
1716	Drosophila montana	Metazoa	Arthropoda	Insecta	GECM.gz	GECM01000001-GECM01031233	31233	14757969	TSA	2015-11-24	2015-12-08	PRJNA300939	SAMN02898087	SRR1501259
1717	Diachasma alloeum	Metazoa	Arthropoda	Insecta	GECN.gz	GECN01000001-GECN01131607	131607	112635971	TSA	2015-11-23	2015-12-22	PRJNA283787	SAMN03656147	SRR2040481
1718	Pinus patula	Viridiplantae	Streptophyta	None	GECO.gz	GECO01000001-GECO01052112	52112	51970719	TSA	2015-11-19	2015-12-02	PRJNA301922	SAMN04260477	SRR2913015
1719	Crotalus simus	Metazoa	Chordata	None	GECP.gz	GECP01000001-GECP01000417	417	484821	TSA	2015-11-24	2016-07-26	PRJNA301100	SAMN04245819	SRR2910472
1720	Murgantia histrionica	Metazoa	Arthropoda	Insecta	GECQ.gz	GECQ01000001-GECQ01523102	523102	425689726	TSA	2015-11-20	2017-11-01	PRJNA302154	SAMN04267204	SRR2916640
1721	Zea mays	Viridiplantae	Streptophyta	Liliopsida	GECR.gz	GECR01000001-GECR01031399	31399	28768737	TSA	2015-11-30	2015-12-07	PRJNA300830	SAMN04229490	SRR2889754
1722	Zea mays	Viridiplantae	Streptophyta	Liliopsida	GECS.gz	GECS01000001-GECS01030157	30157	28734711	TSA	2015-11-30	2015-12-07	PRJNA300830	SAMN04229491	SRR2889759
1723	Pteromalus puparum	Metazoa	Arthropoda	Insecta	GECT.gz	GECT01000001-GECT01039468	39468	34842433	TSA	2015-11-30	2016-01-12	PRJNA276955	SAMN03382593	SRR1823062
1724	Homalodisca liturata	Metazoa	Arthropoda	Insecta	GECU.gz	GECU01000001-GECU01037937	37937	57066937	TSA	2015-11-28	2016-08-23	PRJNA303151	SAMN04293489	SRR2959971
1725	Microhyla fissipes	Metazoa	Chordata	Amphibia	GECV.gz	GECV01000001-GECV01107731	107731	78549368	TSA	2015-11-24	2016-06-22	PRJNA301791	SAMN04046451	SRR2418554
1726	Branchiostoma belcheri	Metazoa	Chordata	None	GECW.gz	GECW01000001-GECW01161117	161117	101576668	TSA	2015-11-28	2016-12-20	PRJNA300933	SAMN04231369	SRR2903459
1727	Catostomus commersonii	Metazoa	Chordata	Actinopteri	GECX.gz	GECX01000001-GECX01539050	539050	256916618	TSA	2015-11-25	2015-12-14	PRJNA282680	SAMN03573884	SRR2912516
1728	Cuerna arida	Metazoa	Arthropoda	Insecta	GECZ.gz	GECZ01000001-GECZ01032471	32471	47876092	TSA	2015-11-30	2016-08-23	PRJNA303150	SAMN04292971	SRR2959412
1729	Coregonus maraena	Metazoa	Chordata	Actinopteri	GEDA.gz	GEDA01000001-GEDA01026824	26824	21399700	TSA	2015-12-02	2016-04-07	PRJNA302355	SAMN04272337	SRR2919234
1730	Polistes dominula	Metazoa	Arthropoda	Insecta	GEDB.gz	GEDB01000001-GEDB01157141	157141	122055285	TSA	2015-12-03	2015-12-16	PRJNA291219	SAMN03940809	SRR2133892
1731	Clastoptera arizonana	Metazoa	Arthropoda	Insecta	GEDC.gz	GEDC01000001-GEDC01031809	31809	78225081	TSA	2015-12-03	2016-08-23	PRJNA303152	SAMN04293493	SRR2959980
1732	Nicotiana attenuata	Viridiplantae	Streptophyta	None	GEDD.gz	GEDD01000001-GEDD01000005	5	17987	TSA	2015-12-04	2016-03-18	PRJNA223344	SAMN02378603	SRR1014758
1733	Miscanthus lutarioriparius	Viridiplantae	Streptophyta	Liliopsida	GEDE.gz	GEDE01000001-GEDE01018178	18178	28964222	TSA	2015-12-07	2015-12-21	PRJNA226258	SAMN02399872	SRR1029363
1734	Astacus astacus	Metazoa	Arthropoda	Malacostraca	GEDF.gz	GEDF01000001-GEDF01045338	45338	52495677	TSA	2015-11-30	2016-03-18	PRJNA302843	SAMN04281798	SRR2961887
1735	Solanum chacoense	Viridiplantae	Streptophyta	None	GEDG.gz	GEDG01000001-GEDG01042873	42873	50218226	TSA	2015-12-08	2015-12-21	PRJNA299204	SAMN04195171	SRR2782408
1736	Phyllostachys praecox	Viridiplantae	Streptophyta	Liliopsida	GEDH.gz	GEDH01000001-GEDH01074192	74192	81218680	TSA	2015-12-10	2016-03-30	PRJNA295343	SAMN04046246	SRR2467204
1737	Haliotis discus hannai	Metazoa	Mollusca	Gastropoda	GEDJ.gz	GEDJ01000001-GEDJ01066919	66919	28236578	TSA	2015-12-14	2015-12-21	PRJNA301895	SAMN04260262	SRR2912835
1738	Neodiprion lecontei	Metazoa	Arthropoda	Insecta	GEDK.gz	GEDK01000001-GEDK01014044	14044	9420537	TSA	2015-12-09	2015-12-18	PRJNA280451	SAMN04302192	SRR2970128
1739	Triticum polonicum	Viridiplantae	Streptophyta	Liliopsida	GEDL.gz	GEDL01000001-GEDL01097169	97169	66940590	TSA	2015-12-14	2016-01-19	PRJNA305056	SAMN04316857	SRR2973592
1740	Neodiprion lecontei	Metazoa	Arthropoda	Insecta	GEDM.gz	GEDM01000001-GEDM01012447	12447	8047854	TSA	2015-12-11	2016-03-30	PRJNA280451	SAMN04302197	SRR2970133
1741	Sarcophilus harrisii	Metazoa	Chordata	Mammalia	GEDN.gz	GEDN01000001-GEDN01200721	200721	258072373	TSA	2015-12-11	2016-03-30	PRJNA274196	SAMN03323685	SRR1793358
1742	Conogethes punctiferalis	Metazoa	Arthropoda	Insecta	GEDO.gz	GEDO01000001-GEDO01000069	69	74346	TSA	2015-12-11	2016-03-15	PRJNA304355	SAMN04299556	SRR2976624
1743	Triticum polonicum	Viridiplantae	Streptophyta	Liliopsida	GEDP.gz	GEDP01000001-GEDP01316973	316973	176446603	TSA	2015-12-14	2016-07-06	PRJNA304266	SAMN04297159	SRR2973581
1744	Triticum polonicum	Viridiplantae	Streptophyta	Liliopsida	GEDQ.gz	GEDQ01000001-GEDQ01121646	121646	81683682	TSA	2015-12-15	2016-01-15	PRJNA304085	SAMN04296713	SRR2969441
